Language_Name,Lexeme,Meaning,Cognate_Set,Latitude,Longitude,Subfamily
Karelian Proper,nimi,name,a,65.1691,30.8655,Finnic
Veps,nimi,name,a,60.3353,34.7865,Finnic
Ingrian,nimi ~ imi,name,a,59.47403,29.71145,Finnic
Western Votic,nimi,name,a,NA,NA,Finnic
Standard Estonian,nimi,name,a,58.55,25.82,Finnic
Võro South Estonian,nimi,name,a,57.85,27,Finnic
Courland Livonian,niʾm,name,a,NA,NA,Finnic
Erzya,lʹem,name,a,52.8548,45.3901,Mordvin
Meadow Mari,lüm,name,a,55.8307,48.405,Mari
Komi-Zyrian,ńim,name,a,64.0527,54.946,Permic
Komi-Permyak,ńim,name,a,59.6602,54.7959,Permic
Udmurt,ńim,name,a,56.12921,52.63548,Permic
Hungarian,név,name,a,46.9068585714,19.6555271429,Ugric
Sosva Mansi,nam,name,a,NA,NA,Ugric
Vakh-Vasyugan Khanty,nem,name,a,60.10378,79.873651,Ugric
Nganasan,ńim,name,a,73.1354,86.2106,Samoyed
Tundra Nenets,nyum,name,a,66.1775,71.0234,Samoyed
Selkup,nim ~ ńim,name,a,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],wing,?,NA,NA,(reconstr.)
South Saami,"såaja, såajoe",wing,c,62.8801,13.7006,Saami
Ume Saami,så̀jjee,wing,c,64.6383,18.646,Saami
Pite Saami,sådje,wing,c,66.4011,17.4261,Saami
Pite Saami,viŋŋge,wing,j,66.4011,17.4261,Saami
North Saami,soadjá ~ soadji,wing,c,68.725,22.1113,Saami
Inari Saami,soajá,wing,c,69.4229,27.8658,Saami
Skolt Saami,suäjj,wing,c,68.8326,29.7204,Saami
Kildin Saami,suejj,wing,c,68.2158,35.8348,Saami
Standard Finnish,siipi,wing,a,64.7628,25.5577,Finnic
Karelian Proper,siipi,wing,a,65.1691,30.8655,Finnic
Veps,sūg,wing,b,60.3353,34.7865,Finnic
Ingrian,sīʙi,wing,a,59.47403,29.71145,Finnic
Western Votic,sīpi,wing,a,NA,NA,Finnic
Standard Estonian,tiib,wing,a,58.55,25.82,Finnic
Võro South Estonian,siib,wing,a,57.85,27,Finnic
Courland Livonian,tībəz,wing,a,NA,NA,Finnic
Erzya,śolmo,wing,d,52.8548,45.3901,Mordvin
Meadow Mari,šulδə̑r,wing,e,55.8307,48.405,Mari
Komi-Zyrian,bord,wing,f,64.0527,54.946,Permic
Komi-Permyak,bord,wing,f,59.6602,54.7959,Permic
Udmurt,burd,wing,f,56.12921,52.63548,Permic
Hungarian,szárny,wing,g,46.9068585714,19.6555271429,Ugric
Sosva Mansi,mark,wing,h,NA,NA,Ugric
Sosva Mansi,towəl,wing,b,NA,NA,Ugric
Vakh-Vasyugan Khanty,păjlaŋ,wing,i,60.10378,79.873651,Ugric
Nganasan,čuo,wing,b,73.1354,86.2106,Samoyed
Tundra Nenets,to,wing,b,66.1775,71.0234,Samoyed
Selkup,kūtə,wing,k,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],meat,?,NA,NA,(reconstr.)
South Saami,bearkoe,meat,c,62.8801,13.7006,Saami
Ume Saami,beärˈgoo,meat,c,64.6383,18.646,Saami
Pite Saami,bärrgo,meat,c,66.4011,17.4261,Saami
North Saami,oažži,meat,b,68.725,22.1113,Saami
Inari Saami,oažži,meat,b,69.4229,27.8658,Saami
Skolt Saami,vuäʹǯˈǯ ~ vueʹǯˈǯ,meat,b,68.8326,29.7204,Saami
Kildin Saami,vuennč,meat,b,68.2158,35.8348,Saami
Standard Finnish,liha,meat,a,64.7628,25.5577,Finnic
Karelian Proper,liha,meat,a,65.1691,30.8655,Finnic
Veps,liha,meat,a,60.3353,34.7865,Finnic
Ingrian,liha,meat,a,59.47403,29.71145,Finnic
Western Votic,liha,meat,a,NA,NA,Finnic
Standard Estonian,liha,meat,a,58.55,25.82,Finnic
Võro South Estonian,liha,meat,a,57.85,27,Finnic
Courland Livonian,vozà,meat,b,NA,NA,Finnic
Erzya,sivelʹ,meat,d,52.8548,45.3901,Mordvin
Meadow Mari,jör,meat,e,55.8307,48.405,Mari
Meadow Mari,šə̑l,meat,d,55.8307,48.405,Mari
Komi-Zyrian,jai,meat,f,64.0527,54.946,Permic
Komi-Permyak,jaj,meat,f,59.6602,54.7959,Permic
Udmurt,silʹ,meat,d,56.12921,52.63548,Permic
Hungarian,hús,meat,g,46.9068585714,19.6555271429,Ugric
Sosva Mansi,ńowəlʹ,meat,h,NA,NA,Ugric
Vakh-Vasyugan Khanty,ńoɣi̮,meat,i,60.10378,79.873651,Ugric
Nganasan,śahi̮,meat,l,73.1354,86.2106,Samoyed
Tundra Nenets,ŋəmca,meat,j,66.1775,71.0234,Samoyed
Selkup,uə̑ćə,meat,k,65.7035,82.4441,Samoyed
Proto-Uralic*,*käti,hand,a,NA,NA,(reconstr.)
South Saami,gïete,hand,a,62.8801,13.7006,Saami
Ume Saami,giahta,hand,a,64.6383,18.646,Saami
Pite Saami,giehta,hand,a,66.4011,17.4261,Saami
North Saami,giehta,hand,a,68.725,22.1113,Saami
Inari Saami,kieta,hand,a,69.4229,27.8658,Saami
Skolt Saami,ǩiõtt,hand,a,68.8326,29.7204,Saami
Kildin Saami,kīdt,hand,a,68.2158,35.8348,Saami
Standard Finnish,käsi,hand,a,64.7628,25.5577,Finnic
Karelian Proper,käsi,hand,a,65.1691,30.8655,Finnic
Veps,käźi,hand,a,60.3353,34.7865,Finnic
Ingrian,käzi,hand,a,59.47403,29.71145,Finnic
Western Votic,tšäsi,hand,a,NA,NA,Finnic
Standard Estonian,käsi,hand,a,58.55,25.82,Finnic
Võro South Estonian,käsi,hand,a,57.85,27,Finnic
Courland Livonian,keʾiž ~ keʾžʹ,hand,a,NA,NA,Finnic
Erzya,kedʹ,hand,a,52.8548,45.3901,Mordvin
Meadow Mari,kit,hand,a,55.8307,48.405,Mari
Komi-Zyrian,ki,hand,a,64.0527,54.946,Permic
Komi-Permyak,ki,hand,a,59.6602,54.7959,Permic
Udmurt,ki,hand,a,56.12921,52.63548,Permic
Hungarian,kéz,hand,a,46.9068585714,19.6555271429,Ugric
Sosva Mansi,kāt,hand,a,NA,NA,Ugric
Vakh-Vasyugan Khanty,köt,hand,a,60.10378,79.873651,Ugric
Nganasan,dʹütü,hand,b,73.1354,86.2106,Samoyed
Tundra Nenets,ŋuda,hand,b,66.1775,71.0234,Samoyed
Selkup,utə,hand,b,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],fly_n,?,NA,NA,(reconstr.)
South Saami,boerege,fly_n,i,62.8801,13.7006,Saami
South Saami,tjoere,fly_n,b,62.8801,13.7006,Saami
Ume Saami,[Form not found],fly_n,?,64.6383,18.646,Saami
Pite Saami,[Form not found],fly_n,?,66.4011,17.4261,Saami
North Saami,čurrot,fly_n,b,68.725,22.1113,Saami
Inari Saami,kiärpáž,fly_n,a,69.4229,27.8658,Saami
Skolt Saami,čuâr(as) ~ čuâraš,fly_n,b,68.8326,29.7204,Saami
Kildin Saami,čueraš,fly_n,b,68.2158,35.8348,Saami
Standard Finnish,kärpänen,fly_n,a,64.7628,25.5577,Finnic
Karelian Proper,kärpäine,fly_n,a,65.1691,30.8655,Finnic
Veps,kärbhǟń,fly_n,a,60.3353,34.7865,Finnic
Ingrian,kärpäin,fly_n,a,59.47403,29.71145,Finnic
Western Votic,tšärpein,fly_n,a,NA,NA,Finnic
Standard Estonian,kärbes,fly_n,a,58.55,25.82,Finnic
Võro South Estonian,kärbläne,fly_n,a,57.85,27,Finnic
Courland Livonian,kärmi,fly_n,a,NA,NA,Finnic
Erzya,karvo,fly_n,a,52.8548,45.3901,Mordvin
Meadow Mari,karme,fly_n,a,55.8307,48.405,Mari
Meadow Mari,orašə̑ŋe,fly_n,g,55.8307,48.405,Mari
Komi-Zyrian,gut,fly_n,c,64.0527,54.946,Permic
Komi-Permyak,gut,fly_n,c,59.6602,54.7959,Permic
Udmurt,kut,fly_n,c,56.12921,52.63548,Permic
Hungarian,légy,fly_n,d,46.9068585714,19.6555271429,Ugric
Sosva Mansi,sēriwārp,fly_n,e,NA,NA,Ugric
Vakh-Vasyugan Khanty,si̮rəńtʹi̮w,fly_n,e,60.10378,79.873651,Ugric
Nganasan,kir,fly_n,j,73.1354,86.2106,Samoyed
Tundra Nenets,toxontabco,fly_n,h,66.1775,71.0234,Samoyed
Selkup,čī̮pä,fly_n,f,65.7035,82.4441,Samoyed
Proto-Uralic*,*üji,night,a,NA,NA,(reconstr.)
South Saami,jïjje,night,a,62.8801,13.7006,Saami
Ume Saami,jijja,night,a,64.6383,18.646,Saami
Pite Saami,idja,night,a,66.4011,17.4261,Saami
North Saami,idja,night,a,68.725,22.1113,Saami
Inari Saami,ijja,night,a,69.4229,27.8658,Saami
Skolt Saami,ijj,night,a,68.8326,29.7204,Saami
Skolt Saami,inn,night,d,68.8326,29.7204,Saami
Kildin Saami,ɨjj,night,a,68.2158,35.8348,Saami
Standard Finnish,yö,night,a,64.7628,25.5577,Finnic
Karelian Proper,yö,night,a,65.1691,30.8655,Finnic
Veps,ö,night,a,60.3353,34.7865,Finnic
Ingrian,ȫ,night,a,59.47403,29.71145,Finnic
Western Votic,ǖ,night,a,NA,NA,Finnic
Standard Estonian,öö,night,a,58.55,25.82,Finnic
Võro South Estonian,üü,night,a,57.85,27,Finnic
Courland Livonian,ìe < ǜö,night,a,NA,NA,Finnic
Erzya,ve,night,a,52.8548,45.3901,Mordvin
Meadow Mari,jüt,night,b,55.8307,48.405,Mari
Komi-Zyrian,voj,night,a,64.0527,54.946,Permic
Komi-Permyak,oj,night,a,59.6602,54.7959,Permic
Udmurt,uj,night,a,56.12921,52.63548,Permic
Hungarian,éj,night,a,46.9068585714,19.6555271429,Ugric
Sosva Mansi,ēt,night,b,NA,NA,Ugric
Vakh-Vasyugan Khanty,jəj ~ əj,night,a,60.10378,79.873651,Ugric
Nganasan,hii,night,c,73.1354,86.2106,Samoyed
Tundra Nenets,pyi,night,c,66.1775,71.0234,Samoyed
Selkup,pi,night,c,65.7035,82.4441,Samoyed
Proto-Uralic*,*peljä,ear,b,NA,NA,(reconstr.)
South Saami,bieljie,ear,b,62.8801,13.7006,Saami
Ume Saami,bä̀llˈjee,ear,b,64.6383,18.646,Saami
Pite Saami,bällje,ear,b,66.4011,17.4261,Saami
North Saami,beallji,ear,b,68.725,22.1113,Saami
Inari Saami,pelji,ear,b,69.4229,27.8658,Saami
Skolt Saami,peʹllj,ear,b,68.8326,29.7204,Saami
Kildin Saami,piellj,ear,b,68.2158,35.8348,Saami
Standard Finnish,korva,ear,a,64.7628,25.5577,Finnic
Karelian Proper,korva,ear,a,65.1691,30.8655,Finnic
Veps,korv,ear,a,60.3353,34.7865,Finnic
Ingrian,korva,ear,a,59.47403,29.71145,Finnic
Western Votic,ke̮rv,ear,a,NA,NA,Finnic
Standard Estonian,kõrv,ear,a,58.55,25.82,Finnic
Võro South Estonian,kõrv,ear,a,57.85,27,Finnic
Courland Livonian,kùora,ear,a,NA,NA,Finnic
Erzya,pilʹe,ear,b,52.8548,45.3901,Mordvin
Meadow Mari,pə̑lə̑š,ear,b,55.8307,48.405,Mari
Komi-Zyrian,pelʹ,ear,b,64.0527,54.946,Permic
Komi-Permyak,pelʹ,ear,b,59.6602,54.7959,Permic
Udmurt,pelʹ,ear,b,56.12921,52.63548,Permic
Hungarian,fül,ear,b,46.9068585714,19.6555271429,Ugric
Sosva Mansi,palʹ,ear,b,NA,NA,Ugric
Vakh-Vasyugan Khanty,pəl,ear,b,60.10378,79.873651,Ugric
Nganasan,kou,ear,c,73.1354,86.2106,Samoyed
Tundra Nenets,xa,ear,c,66.1775,71.0234,Samoyed
Selkup,qō,ear,c,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],far,?,NA,NA,(reconstr.)
South Saami,"guhkene, gåhkese",far,a,62.8801,13.7006,Saami
Ume Saami,meälˈgada,far,b,64.6383,18.646,Saami
Pite Saami,"guhkest, guhken",far,a,66.4011,17.4261,Saami
Pite Saami,"mällgadist, mällgadin",far,b,66.4011,17.4261,Saami
North Saami,guhkkin,far,a,68.725,22.1113,Saami
Inari Saami,kukken,far,a,69.4229,27.8658,Saami
Skolt Saami,kuʹǩǩen,far,a,68.8326,29.7204,Saami
Kildin Saami,kuhk’en’,far,a,68.2158,35.8348,Saami
Standard Finnish,kaukana,far,c,64.7628,25.5577,Finnic
Karelian Proper,etähänä,far,d,65.1691,30.8655,Finnic
Veps,edahan,far,d,60.3353,34.7865,Finnic
Ingrian,ettǟl,far,d,59.47403,29.71145,Finnic
Western Votic,kaukaл̄,far,c,NA,NA,Finnic
Standard Estonian,kaugel,far,c,58.55,25.82,Finnic
Võro South Estonian,"kavvõn, kavvõl, kaugun etc.",far,c,57.85,27,Finnic
Courland Livonian,koùgən,far,c,NA,NA,Finnic
Erzya,vasolo,far,e,52.8548,45.3901,Mordvin
Meadow Mari,mündə̑r(nö),far,f,55.8307,48.405,Mari
Meadow Mari,tora(šte),far,g,55.8307,48.405,Mari
Komi-Zyrian,i̮li̮n,far,h,64.0527,54.946,Permic
Komi-Permyak,i̮li̮n,far,h,59.6602,54.7959,Permic
Udmurt,ki̮dʹoki̮n,far,i,56.12921,52.63548,Permic
Hungarian,messze,far,j,46.9068585714,19.6555271429,Ugric
Hungarian,távol,far,k,46.9068585714,19.6555271429,Ugric
Sosva Mansi,ēlalʹ,far,l,NA,NA,Ugric
Vakh-Vasyugan Khanty,[Form not found],far,?,60.10378,79.873651,Ugric
Nganasan,"kuntəgunu, kuntəgaˀanu",far,m,73.1354,86.2106,Samoyed
Tundra Nenets,ŋax°qna,far,l,66.1775,71.0234,Samoyed
Selkup,kuntak ~ kuntok,far,m,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],neck,?,NA,NA,(reconstr.)
South Saami,tjeapohke,neck,b,62.8801,13.7006,Saami
Ume Saami,tjiäbòhta,neck,b,64.6383,18.646,Saami
Pite Saami,gáhtsem,neck,j,66.4011,17.4261,Saami
North Saami,čeabet,neck,b,68.725,22.1113,Saami
Inari Saami,čeve,neck,b,69.4229,27.8658,Saami
Skolt Saami,čeäppat,neck,b,68.8326,29.7204,Saami
Kildin Saami,čāpex,neck,b,68.2158,35.8348,Saami
Standard Finnish,kaula,neck,a,64.7628,25.5577,Finnic
Karelian Proper,kakla,neck,a,65.1691,30.8655,Finnic
Veps,kagl,neck,a,60.3353,34.7865,Finnic
Ingrian,kaɢla,neck,a,59.47403,29.71145,Finnic
Western Votic,kagl,neck,a,NA,NA,Finnic
Standard Estonian,kael,neck,a,58.55,25.82,Finnic
Võro South Estonian,kaal,neck,a,57.85,27,Finnic
Courland Livonian,kaʾggəl ~ ka’gləz,neck,a,NA,NA,Finnic
Erzya,kiŕga,neck,c,52.8548,45.3901,Mordvin
Meadow Mari,šüj,neck,b,55.8307,48.405,Mari
Komi-Zyrian,golʹa,neck,f,64.0527,54.946,Permic
Komi-Zyrian,śili̮,neck,b,64.0527,54.946,Permic
Komi-Permyak,golʹa,neck,f,59.6602,54.7959,Permic
Udmurt,tʹsʹi̮rti̮,neck,d,56.12921,52.63548,Permic
Hungarian,nyak,neck,e,46.9068585714,19.6555271429,Ugric
Sosva Mansi,"sip, sip-luw",neck,b,NA,NA,Ugric
Vakh-Vasyugan Khanty,säwəl,neck,b,60.10378,79.873651,Ugric
Vakh-Vasyugan Khanty,tur,neck,i,60.10378,79.873651,Ugric
Nganasan,bakəδə,neck,g,73.1354,86.2106,Samoyed
Tundra Nenets,yík°,neck,g,66.1775,71.0234,Samoyed
Selkup,sōlʹ,neck,h,65.7035,82.4441,Samoyed
Proto-Uralic*,*teki-,do,a,NA,NA,(reconstr.)
South Saami,daajhtodh,do,o,62.8801,13.7006,Saami
South Saami,darjodh,do,p,62.8801,13.7006,Saami
Ume Saami,dahkat,do,a,64.6383,18.646,Saami
Pite Saami,dáhkat,do,a,66.4011,17.4261,Saami
North Saami,dahkat,do,a,68.725,22.1113,Saami
Inari Saami,porgađ,do,m,69.4229,27.8658,Saami
Skolt Saami,raajjâd,do,b,68.8326,29.7204,Saami
Skolt Saami,tuẹjˈjeed,do,j,68.8326,29.7204,Saami
Kildin Saami,lɨhke,do,l,68.2158,35.8348,Saami
Standard Finnish,tehdä,do,a,64.7628,25.5577,Finnic
Karelian Proper,tehä,do,a,65.1691,30.8655,Finnic
Veps,tʹehta,do,a,60.3353,34.7865,Finnic
Ingrian,lātia,do,n,59.47403,29.71145,Finnic
Ingrian,tehhä,do,a,59.47403,29.71145,Finnic
Western Votic,tetšemä,do,a,NA,NA,Finnic
Standard Estonian,teha,do,a,58.55,25.82,Finnic
Võro South Estonian,tegemä,do,a,57.85,27,Finnic
Courland Livonian,tiʾedə,do,a,NA,NA,Finnic
Erzya,tʹejems,do,a,52.8548,45.3901,Mordvin
Meadow Mari,ə̑štem ~ štem,do,c,55.8307,48.405,Mari
Komi-Zyrian,kerni̮,do,e,64.0527,54.946,Permic
Komi-Zyrian,ve̮ćni̮,do,d,64.0527,54.946,Permic
Komi-Permyak,kerni̮,do,e,59.6602,54.7959,Permic
Udmurt,kari̮ni̮,do,e,56.12921,52.63548,Permic
Udmurt,leśti̮ni̮,do,f,56.12921,52.63548,Permic
Hungarian,TESz,do,a,46.9068585714,19.6555271429,Ugric
Sosva Mansi,wāri,do,g,NA,NA,Ugric
Vakh-Vasyugan Khanty,wer-,do,g,60.10378,79.873651,Ugric
Nganasan,"meli̮δəsi̮, meli̮ˀsi̮jśi",do,i,73.1354,86.2106,Samoyed
Tundra Nenets,pæərcy°,do,k,66.1775,71.0234,Samoyed
Tundra Nenets,syerta°,do,h,66.1775,71.0234,Samoyed
Selkup,mē-,do,i,65.7035,82.4441,Samoyed
Proto-Uralic*,*mättV ?,house,h,NA,NA,(reconstr.)
South Saami,gåetie,house,b,62.8801,13.7006,Saami
South Saami,"ståapa, ståapoe",house,k,62.8801,13.7006,Saami
Ume Saami,gååhtee,house,b,64.6383,18.646,Saami
Pite Saami,dåhpe,house,l,66.4011,17.4261,Saami
North Saami,dállu,house,l,68.725,22.1113,Saami
Inari Saami,táálu,house,l,69.4229,27.8658,Saami
Skolt Saami,põrtt,house,e,68.8326,29.7204,Saami
Kildin Saami,pērrht,house,e,68.2158,35.8348,Saami
Standard Finnish,talo,house,a,64.7628,25.5577,Finnic
Karelian Proper,talo ~ taloi,house,a,65.1691,30.8655,Finnic
Veps,koti,house,b,60.3353,34.7865,Finnic
Ingrian,hōne,house,j,59.47403,29.71145,Finnic
Ingrian,koᴅi,house,b,59.47403,29.71145,Finnic
Ingrian,taloi,house,a,59.47403,29.71145,Finnic
Western Votic,koto,house,b,NA,NA,Finnic
Western Votic,taлo,house,a,NA,NA,Finnic
Standard Estonian,maja,house,c,58.55,25.82,Finnic
Võro South Estonian,maja,house,c,57.85,27,Finnic
Courland Livonian,kwodà,house,b,NA,NA,Finnic
Erzya,kudo,house,b,52.8548,45.3901,Mordvin
Meadow Mari,pört,house,d,55.8307,48.405,Mari
Komi-Zyrian,ker-ka,house,f,64.0527,54.946,Permic
Komi-Permyak,kerku,house,f,59.6602,54.7959,Permic
Udmurt,kor-ka,house,f,56.12921,52.63548,Permic
Hungarian,ház,house,b,46.9068585714,19.6555271429,Ugric
Sosva Mansi,kol,house,g,NA,NA,Ugric
Vakh-Vasyugan Khanty,kat,house,b,60.10378,79.873651,Ugric
Nganasan,koruˀ,house,i,73.1354,86.2106,Samoyed
Tundra Nenets,xarəd°,house,i,66.1775,71.0234,Samoyed
Selkup,māt,house,h,65.7035,82.4441,Samoyed
Proto-Uralic*,*kiwi,stone,a,NA,NA,(reconstr.)
South Saami,gierkie,stone,b,62.8801,13.7006,Saami
Ume Saami,geädˈgee,stone,b,64.6383,18.646,Saami
Pite Saami,gärrge ~ gäddge ~ gällo,stone,b,66.4011,17.4261,Saami
North Saami,geađgi,stone,b,68.725,22.1113,Saami
Inari Saami,keđgi,stone,b,69.4229,27.8658,Saami
Skolt Saami,ǩeäʹdǧǧ,stone,b,68.8326,29.7204,Saami
Kildin Saami,kiedd’k,stone,b,68.2158,35.8348,Saami
Standard Finnish,kivi,stone,a,64.7628,25.5577,Finnic
Karelian Proper,kivi,stone,a,65.1691,30.8655,Finnic
Veps,kivi,stone,a,60.3353,34.7865,Finnic
Ingrian,kivi,stone,a,59.47403,29.71145,Finnic
Western Votic,tšivi,stone,a,NA,NA,Finnic
Standard Estonian,kivi,stone,a,58.55,25.82,Finnic
Võro South Estonian,kivi,stone,a,57.85,27,Finnic
Courland Livonian,kiʾuv ~ kiʾv etc.,stone,a,NA,NA,Finnic
Erzya,kʹev ~ kʹäv,stone,a,52.8548,45.3901,Mordvin
Meadow Mari,kü,stone,a,55.8307,48.405,Mari
Komi-Zyrian,iz,stone,c,64.0527,54.946,Permic
Komi-Permyak,iz,stone,c,59.6602,54.7959,Permic
Udmurt,iz,stone,c,56.12921,52.63548,Permic
Hungarian,kő,stone,a,46.9068585714,19.6555271429,Ugric
Sosva Mansi,āχwtas,stone,d,NA,NA,Ugric
Vakh-Vasyugan Khanty,köχ,stone,a,60.10378,79.873651,Ugric
Nganasan,hualə,stone,e,73.1354,86.2106,Samoyed
Tundra Nenets,pæ,stone,e,66.1775,71.0234,Samoyed
Selkup,pǖ,stone,e,65.7035,82.4441,Samoyed
Proto-Uralic*,[Not reconstructable],bitter,?,NA,NA,(reconstr.)
South Saami,baetjkies,bitter,h,62.8801,13.7006,Saami
South Saami,bihtseds,bitter,q,62.8801,13.7006,Saami
Ume Saami,prihtjas,bitter,f,64.6383,18.646,Saami
Pite Saami,bihtjas,bitter,q,66.4011,17.4261,Saami
North Saami,rihča,bitter,f,68.725,22.1113,Saami
Inari Saami,riičas,bitter,f,69.4229,27.8658,Saami
Skolt Saami,peʹčǩǩer,bitter,h,68.8326,29.7204,Saami
Skolt Saami,šuõrš-,bitter,g,68.8326,29.7204,Saami
Kildin Saami,pɨččker,bitter,h,68.2158,35.8348,Saami
Standard Finnish,karvas,bitter,e,64.7628,25.5577,Finnic
Standard Finnish,kitkerä,bitter,a,64.7628,25.5577,Finnic
Karelian Proper,karkie,bitter,b,65.1691,30.8655,Finnic
Karelian Proper,katškera ~ kitškerä,bitter,a,65.1691,30.8655,Finnic
Veps,karged,bitter,b,60.3353,34.7865,Finnic
Ingrian,[Form not found],bitter,?,59.47403,29.71145,Finnic
Western Votic,[Form not found],bitter,?,NA,NA,Finnic
Standard Estonian,kibe,bitter,c,58.55,25.82,Finnic
Standard Estonian,mõru,bitter,d,58.55,25.82,Finnic
Võro South Estonian,"mõro, mõrrõv",bitter,d,57.85,27,Finnic
Courland Livonian,kiʾbdʹi,bitter,c,NA,NA,Finnic
Courland Livonian,kɔ̄raz,bitter,e,NA,NA,Finnic
Erzya,korśańa,bitter,n,52.8548,45.3901,Mordvin
Erzya,lažańa,bitter,j,52.8548,45.3901,Mordvin
Erzya,sepej,bitter,i,52.8548,45.3901,Mordvin
Meadow Mari,kočo,bitter,a,55.8307,48.405,Mari
Komi-Zyrian,kuri̮d,bitter,e,64.0527,54.946,Permic
Komi-Permyak,kuri̮t,bitter,e,59.6602,54.7959,Permic
Udmurt,kuri̮t,bitter,e,56.12921,52.63548,Permic
Hungarian,"keserves, kesernyés",bitter,k,46.9068585714,19.6555271429,Ugric
Sosva Mansi,ośśəŋ etc.,bitter,l,NA,NA,Ugric
Vakh-Vasyugan Khanty,wătʹər,bitter,m,60.10378,79.873651,Ugric
Nganasan,tasəgə̄,bitter,r,73.1354,86.2106,Samoyed
Tundra Nenets,[No equivalent],bitter,0,66.1775,71.0234,Samoyed
Selkup,parińi-,bitter,o,65.7035,82.4441,Samoyed
Proto-Uralic*,*manV-,say,l,NA,NA,(reconstr.)
South Saami,jiehtedh,say,h,62.8801,13.7006,Saami
Ume Saami,jahteet,say,h,64.6383,18.646,Saami
Ume Saami,sàrdnoot,say,g,64.6383,18.646,Saami
Pite Saami,hållåt,say,x,66.4011,17.4261,Saami
Pite Saami,rudnat,say,w,66.4011,17.4261,Saami
North Saami,dadjat,say,e,68.725,22.1113,Saami
North Saami,lohkat,say,f,68.725,22.1113,Saami
Inari Saami,celkkiđ,say,i,69.4229,27.8658,Saami
Inari Saami,ettađ,say,t,69.4229,27.8658,Saami
Inari Saami,pahudiđ,say,u,69.4229,27.8658,Saami
Skolt Saami,ceäʹlǩǩed,say,i,68.8326,29.7204,Saami
Kildin Saami,ciellh’ke,say,i,68.2158,35.8348,Saami
Standard Finnish,sanoa,say,a,64.7628,25.5577,Finnic
Karelian Proper,paissa,say,p,65.1691,30.8655,Finnic
Karelian Proper,sanuo,say,a,65.1691,30.8655,Finnic
Veps,sanuda,say,a,60.3353,34.7865,Finnic
Ingrian,san̆nōa,say,a,59.47403,29.71145,Finnic
Ingrian,verkkā,say,v,59.47403,29.71145,Finnic
Western Votic,juttè̮ma,say,b,NA,NA,Finnic
Standard Estonian,"ütelda, öelda",say,b,58.55,25.82,Finnic
Võro South Estonian,ütlemä,say,b,57.85,27,Finnic
Courland Livonian,kīttə,say,d,NA,NA,Finnic
Courland Livonian,re̮kkə,say,c,NA,NA,Finnic
Erzya,jovtams,say,b,52.8548,45.3901,Mordvin
Erzya,meŕems,say,k,52.8548,45.3901,Mordvin
Meadow Mari,manam,say,l,55.8307,48.405,Mari
Meadow Mari,ojlem,say,t,55.8307,48.405,Mari
Komi-Zyrian,šuni̮,say,n,64.0527,54.946,Permic
Komi-Zyrian,viśtavni̮,say,m,64.0527,54.946,Permic
Komi-Permyak,šuni̮,say,n,59.6602,54.7959,Permic
Komi-Permyak,viśtavni̮,say,m,59.6602,54.7959,Permic
Udmurt,šui̮ni̮,say,n,56.12921,52.63548,Permic
Udmurt,verani̮,say,o,56.12921,52.63548,Permic
Hungarian,mond,say,l,46.9068585714,19.6555271429,Ugric
Sosva Mansi,lāwi,say,q,NA,NA,Ugric
Vakh-Vasyugan Khanty,at-,say,j,60.10378,79.873651,Ugric
Vakh-Vasyugan Khanty,tŏḷəɣ-,say,r,60.10378,79.873651,Ugric
Nganasan,munsa,say,l,73.1354,86.2106,Samoyed
Tundra Nenets,mancy°,say,l,66.1775,71.0234,Samoyed
Selkup,ke̮t-,say,s,65.7035,82.4441,Samoyed
Proto-Uralic*,*piŋi,tooth,b,NA,NA,(reconstr.)
South Saami,baenie,tooth,d,62.8801,13.7006,Saami
Ume Saami,bàdˈnee,tooth,d,64.6383,18.646,Saami
Pite Saami,bádne,tooth,d,66.4011,17.4261,Saami
North Saami,bátni,tooth,d,68.725,22.1113,Saami
Inari Saami,pääni,tooth,d,69.4229,27.8658,Saami
Skolt Saami,pääʹnn,tooth,d,68.8326,29.7204,Saami
Kildin Saami,pānn’,tooth,d,68.2158,35.8348,Saami
Standard Finnish,hammas,tooth,a,64.7628,25.5577,Finnic
Karelian Proper,hammas,tooth,a,65.1691,30.8655,Finnic
Veps,hambaz,tooth,a,60.3353,34.7865,Finnic
Ingrian,hammaz,tooth,a,59.47403,29.71145,Finnic
Western Votic,amme̮z,tooth,a,NA,NA,Finnic
Western Votic,pī,tooth,b,NA,NA,Finnic
Standard Estonian,hammas,tooth,a,58.55,25.82,Finnic
Võro South Estonian,hammas,tooth,a,57.85,27,Finnic
Courland Livonian,āmbaz,tooth,a,NA,NA,Finnic
Erzya,pej,tooth,b,52.8548,45.3901,Mordvin
Meadow Mari,püj,tooth,b,55.8307,48.405,Mari
Komi-Zyrian,piń,tooth,b,64.0527,54.946,Permic
Komi-Permyak,piń,tooth,b,59.6602,54.7959,Permic
Udmurt,piń,tooth,b,56.12921,52.63548,Permic
Hungarian,fog,tooth,b,46.9068585714,19.6555271429,Ugric
